id,category_id,supplier_id,name,sku,price,cost,description,attributes,is_active
729,21,125,Deluxe Sports Know,FGX-42-00729,494.69,362.62,High quality deluxe sports know from AquaFlow.,"{""brand"": ""AquaFlow"", ""material"": ""Leather"", ""weight_kg"": 6.06}",True
730,24,47,Deluxe Beauty Program,MCX-42-00730,73.79,42.84,High quality deluxe beauty program from LuxeHair.,"{""brand"": ""LuxeHair"", ""weight_g"": 994}",True
731,11,150,Pro Electronics Position,SXY-42-00731,190.03,132.27,High quality pro electronics position from AudioMax.,"{""brand"": ""AudioMax"", ""color"": ""Green"", ""weight_kg"": 1.76, ""warranty_years"": 5}",True
732,28,181,Deluxe Automotive Owner,CCX-42-00732,13.88,6.23,High quality deluxe automotive owner from DriveClean.,"{""brand"": ""DriveClean"", ""weight_g"": 675}",True
733,24,7,Classic Beauty Interview,MCX-42-00733,77.47,48.85,High quality classic beauty interview from HerbEssentials.,"{""brand"": ""HerbEssentials"", ""weight_g"": 511}",True
734,14,107,Deluxe Electronics Time,SHD-42-00734,1377.81,745.64,High quality deluxe electronics time from AudioMax.,"{""brand"": ""AudioMax"", ""color"": ""Pink"", ""weight_kg"": 2.47, ""warranty_years"": 1}",True
735,19,195,Classic Home What,FXY-42-00735,40.28,18.07,High quality classic home what from ChefChoice.,"{""brand"": ""ChefChoice"", ""material"": ""Wood"", ""weight_kg"": 5.5}",True
736,13,56,Premium Electronics Away,AHX-42-00736,1078.29,502.4,High quality premium electronics away from Volt.,"{""brand"": ""Volt"", ""color"": ""Navy"", ""weight_kg"": 7.7, ""warranty_years"": 3}",True
737,3,29,Premium Home Base,HKX-42-00737,96.89,57.51,High quality premium home base from ChefChoice.,"{""brand"": ""ChefChoice"", ""material"": ""Cotton"", ""weight_kg"": 5.07}",True
738,3,79,Eco Home Color,HKX-42-00738,237.8,114.52,High quality eco home color from KitchenAid.,"{""brand"": ""KitchenAid"", ""material"": ""Glass"", ""weight_kg"": 1.91}",True
739,17,9,Pro Apparel Gun,FSX-42-00739,42.65,29.89,High quality pro apparel gun from DenimCo.,"{""brand"": ""DenimCo"", ""color"": ""Silver"", ""size"": ""XS"", ""material"": ""Wool""}",True
740,18,82,Deluxe Home Drive,KAX-42-00740,390.43,165.57,High quality deluxe home drive from DecoHome.,"{""brand"": ""DecoHome"", ""material"": ""Wool"", ""weight_kg"": 21.83}",True
741,10,134,Ultra Office Products Former,OPX-42-00741,81.97,51.86,High quality ultra office products former from StapleMax.,"{""brand"": ""StapleMax"", ""weight_g"": 1253}",True
742,7,154,Ultra Toys Free,TGX-42-00742,88.84,49.81,High quality ultra toys free from PlayTime.,"{""brand"": ""PlayTime"", ""weight_g"": 342}",True
743,15,25,Ultra Apparel Read,FXY-42-00743,166.67,101.95,High quality ultra apparel read from UrbanStyle.,"{""brand"": ""UrbanStyle"", ""color"": ""Blue"", ""size"": ""XL"", ""material"": ""Glass""}",True
744,15,117,Classic Apparel Film,FXY-42-00744,119.47,78.62,High quality classic apparel film from DenimCo.,"{""brand"": ""DenimCo"", ""color"": ""Blue"", ""size"": ""XXL"", ""material"": ""Metal""}",True
745,13,126,Pro Electronics See,AHX-42-00745,1650.39,1151.06,High quality pro electronics see from Sonyx.,"{""brand"": ""Sonyx"", ""color"": ""Silver"", ""weight_kg"": 7.21, ""warranty_years"": 5}",True
746,15,111,Smart Apparel Example,FXY-42-00746,183.06,84.98,High quality smart apparel example from ThreadWear.,"{""brand"": ""ThreadWear"", ""color"": ""Green"", ""size"": ""XXL"", ""material"": ""Cotton""}",True
747,8,44,Classic Automotive Point,AXY-42-00747,85.76,53.16,High quality classic automotive point from AutoPro.,"{""brand"": ""AutoPro"", ""weight_g"": 1479}",True
748,24,159,Pro Beauty Quite,MCX-42-00748,135.82,97.53,High quality pro beauty quite from GlowUp.,"{""brand"": ""GlowUp"", ""weight_g"": 805}",True
749,3,194,Classic Home Indicate,HKX-42-00749,97.6,65.22,High quality classic home indicate from ChefChoice.,"{""brand"": ""ChefChoice"", ""material"": ""Glass"", ""weight_kg"": 4.54}",True
750,7,154,Eco Toys Experience,TGX-42-00750,14.91,6.1,High quality eco toys experience from KidZone.,"{""brand"": ""KidZone"", ""weight_g"": 830}",True
751,11,139,Premium Electronics Very,SXY-42-00751,810.7,379.44,High quality premium electronics very from TechCo.,"{""brand"": ""TechCo"", ""color"": ""Red"", ""weight_kg"": 1.01, ""warranty_years"": 2}",True
752,11,137,Premium Electronics Light,SXY-42-00752,1502.38,855.85,High quality premium electronics light from TechCo.,"{""brand"": ""TechCo"", ""color"": ""Pink"", ""weight_kg"": 5.29, ""warranty_years"": 5}",True
753,5,81,Ultra Beauty Statement,BPC-42-00753,123.96,86.1,High quality ultra beauty statement from GlowUp.,"{""brand"": ""GlowUp"", ""weight_g"": 1293}",True
754,4,72,Pro Sports Travel,SOX-42-00754,150.6,88.42,High quality pro sports travel from TrailBlaze.,"{""brand"": ""TrailBlaze"", ""material"": ""Polyester"", ""weight_kg"": 16.95}",True
755,1,137,Ultra Electronics Wrong,EXY-42-00755,561.04,310.95,High quality ultra electronics wrong from Sonyx.,"{""brand"": ""Sonyx"", ""color"": ""Black"", ""weight_kg"": 7.15, ""warranty_years"": 2}",True
756,15,177,Smart Apparel Him,FXY-42-00756,19.07,11.86,High quality smart apparel him from ThreadWear.,"{""brand"": ""ThreadWear"", ""color"": ""Green"", ""size"": ""XXL"", ""material"": ""Metal""}",True
757,15,12,Pro Apparel Small,FXY-42-00757,123.66,51.57,High quality pro apparel small from Vogue.,"{""brand"": ""Vogue"", ""color"": ""Gray"", ""size"": ""M"", ""material"": ""Leather""}",True
758,7,24,Premium Toys People,TGX-42-00758,11.76,4.82,High quality premium toys people from BoardFun.,"{""brand"": ""BoardFun"", ""weight_g"": 443}",True
759,22,170,Premium Sports Near,ORX-42-00759,36.27,26.68,High quality premium sports near from TrailBlaze.,"{""brand"": ""TrailBlaze"", ""material"": ""Wool"", ""weight_kg"": 1.58}",True
760,17,27,Eco Apparel Little,FSX-42-00760,164.97,84.62,High quality eco apparel little from Vogue.,"{""brand"": ""Vogue"", ""color"": ""Navy"", ""size"": ""S"", ""material"": ""Wood""}",True
761,14,56,Classic Electronics Job,SHD-42-00761,480.17,209.86,High quality classic electronics job from Sonyx.,"{""brand"": ""Sonyx"", ""color"": ""Black"", ""weight_kg"": 3.28, ""warranty_years"": 3}",True
762,1,107,Eco Electronics Computer,EXY-42-00762,441.28,210.51,High quality eco electronics computer from Volt.,"{""brand"": ""Volt"", ""color"": ""Navy"", ""weight_kg"": 3.01, ""warranty_years"": 1}",True
763,29,43,Pro Grocery Create,BXY-42-00763,21.73,14.53,High quality pro grocery create from OrganicWay.,"{""brand"": ""OrganicWay"", ""organic"": true, ""expiration_days"": 138}",True
764,4,161,Pro Sports Too,SOX-42-00764,165.56,102.78,High quality pro sports too from TrailBlaze.,"{""brand"": ""TrailBlaze"", ""material"": ""Plastic"", ""weight_kg"": 4.8}",True
765,25,200,Eco Beauty Agency,SCX-42-00765,104.71,77.73,High quality eco beauty agency from LuxeHair.,"{""brand"": ""LuxeHair"", ""weight_g"": 188}",True
766,11,8,Pro Electronics Car,SXY-42-00766,1224.9,740.77,High quality pro electronics car from LinkSys.,"{""brand"": ""LinkSys"", ""color"": ""Gray"", ""weight_kg"": 4.08, ""warranty_years"": 1}",True
767,8,23,Classic Automotive Should,AXY-42-00767,186.82,133.37,High quality classic automotive should from DriveClean.,"{""brand"": ""DriveClean"", ""weight_g"": 927}",True
768,25,47,Classic Beauty Easy,SCX-42-00768,94.87,39.94,High quality classic beauty easy from LuxeHair.,"{""brand"": ""LuxeHair"", ""weight_g"": 657}",True
769,7,26,Ultra Toys Recently,TGX-42-00769,51.33,32.07,High quality ultra toys recently from KidZone.,"{""brand"": ""KidZone"", ""weight_g"": 723}",True
770,5,53,Premium Beauty Enter,BPC-42-00770,51.04,34.47,High quality premium beauty enter from LuxeHair.,"{""brand"": ""LuxeHair"", ""weight_g"": 1377}",True
771,27,89,Eco Toys Yeah,AFD-42-00771,92.56,44.44,High quality eco toys yeah from BoardFun.,"{""brand"": ""BoardFun"", ""weight_g"": 751}",True
772,8,55,Eco Automotive Six,AXY-42-00772,164.1,117.71,High quality eco automotive six from DriveClean.,"{""brand"": ""DriveClean"", ""weight_g"": 1457}",True
773,23,184,Smart Sports School,CBX-42-00773,115.11,81.2,High quality smart sports school from FitPulse.,"{""brand"": ""FitPulse"", ""material"": ""Wool"", ""weight_kg"": 11.34}",True
774,1,56,Ultra Electronics So,EXY-42-00774,1742.34,739.61,High quality ultra electronics so from TechCo.,"{""brand"": ""TechCo"", ""color"": ""Silver"", ""weight_kg"": 7.51, ""warranty_years"": 2}",True
775,3,29,Ultra Home Base,HKX-42-00775,480.22,331.8,High quality ultra home base from DecoHome.,"{""brand"": ""DecoHome"", ""material"": ""Polyester"", ""weight_kg"": 10.94}",True
776,15,85,Pro Apparel Develop,FXY-42-00776,41.19,19.32,High quality pro apparel develop from Vogue.,"{""brand"": ""Vogue"", ""color"": ""Navy"", ""size"": ""S"", ""material"": ""Metal""}",True
777,10,198,Classic Office Products Compare,OPX-42-00777,45.38,28.25,High quality classic office products compare from DeskWork.,"{""brand"": ""DeskWork"", ""weight_g"": 213}",True
778,12,107,Pro Electronics Industry,LCX-42-00778,767.88,433.66,High quality pro electronics industry from LinkSys.,"{""brand"": ""LinkSys"", ""color"": ""Navy"", ""weight_kg"": 5.91, ""warranty_years"": 2}",True
779,27,121,Deluxe Toys Board,AFD-42-00779,12.18,6.5,High quality deluxe toys board from PlayTime.,"{""brand"": ""PlayTime"", ""weight_g"": 664}",True
780,20,115,Classic Home Beyond,BBX-42-00780,134.95,88.3,High quality classic home beyond from ChefChoice.,"{""brand"": ""ChefChoice"", ""material"": ""Glass"", ""weight_kg"": 7.99}",True
781,10,132,Classic Office Products Attack,OPX-42-00781,56.65,32.19,High quality classic office products attack from OfficePro.,"{""brand"": ""OfficePro"", ""weight_g"": 1011}",True
782,7,26,Deluxe Toys Write,TGX-42-00782,110.77,44.47,High quality deluxe toys write from BoardFun.,"{""brand"": ""BoardFun"", ""weight_g"": 1056}",True
783,13,174,Eco Electronics Unit,AHX-42-00783,843.32,453.81,High quality eco electronics unit from Volt.,"{""brand"": ""Volt"", ""color"": ""Green"", ""weight_kg"": 3.97, ""warranty_years"": 1}",True
784,14,174,Pro Electronics Material,SHD-42-00784,96.88,70.0,High quality pro electronics material from LinkSys.,"{""brand"": ""LinkSys"", ""color"": ""Silver"", ""weight_kg"": 1.63, ""warranty_years"": 5}",True
785,9,86,Eco Grocery Official,GGF-42-00785,26.46,15.11,High quality eco grocery official from NatureDrop.,"{""brand"": ""NatureDrop"", ""organic"": true, ""expiration_days"": 343}",True
786,13,174,Pro Electronics Arm,AHX-42-00786,859.6,418.09,High quality pro electronics arm from TechCo.,"{""brand"": ""TechCo"", ""color"": ""Blue"", ""weight_kg"": 5.08, ""warranty_years"": 1}",True
787,23,170,Pro Sports Agree,CBX-42-00787,324.44,159.45,High quality pro sports agree from TrailBlaze.,"{""brand"": ""TrailBlaze"", ""material"": ""Metal"", ""weight_kg"": 6.56}",True
788,19,147,Deluxe Home Spend,FXY-42-00788,675.59,273.15,High quality deluxe home spend from KitchenAid.,"{""brand"": ""KitchenAid"", ""material"": ""Wood"", ""weight_kg"": 10.24}",True
789,19,16,Pro Home Industry,FXY-42-00789,422.05,196.71,High quality pro home industry from DecoHome.,"{""brand"": ""DecoHome"", ""material"": ""Wood"", ""weight_kg"": 6.7}",True
790,10,182,Pro Office Products Need,OPX-42-00790,96.8,61.03,High quality pro office products need from StapleMax.,"{""brand"": ""StapleMax"", ""weight_g"": 892}",True
791,25,200,Premium Beauty Southern,SCX-42-00791,139.03,97.92,High quality premium beauty southern from HerbEssentials.,"{""brand"": ""HerbEssentials"", ""weight_g"": 342}",True
792,9,43,Classic Grocery Because,GGF-42-00792,46.64,25.15,High quality classic grocery because from OrganicWay.,"{""brand"": ""OrganicWay"", ""organic"": true, ""expiration_days"": 261}",True
793,1,56,Smart Electronics Body,EXY-42-00793,158.29,101.89,High quality smart electronics body from Quant.,"{""brand"": ""Quant"", ""color"": ""Red"", ""weight_kg"": 5.89, ""warranty_years"": 2}",True
794,6,103,Pro Books Everybody,BXY-42-00794,21.42,9.58,High quality pro books everybody from Harper.,"{""brand"": ""Harper"", ""weight_g"": 1079}",True
795,4,119,Ultra Sports Prepare,SOX-42-00795,285.71,135.54,High quality ultra sports prepare from PeakGear.,"{""brand"": ""PeakGear"", ""material"": ""Wool"", ""weight_kg"": 20.32}",True
796,7,89,Pro Toys Clearly,TGX-42-00796,118.12,83.28,High quality pro toys clearly from PlayTime.,"{""brand"": ""PlayTime"", ""weight_g"": 1353}",True
797,6,22,Classic Books Become,BXY-42-00797,29.11,15.49,High quality classic books become from Penguin.,"{""brand"": ""Penguin"", ""weight_g"": 750}",True
798,1,126,Deluxe Electronics Real,EXY-42-00798,484.86,276.28,High quality deluxe electronics real from TechCo.,"{""brand"": ""TechCo"", ""color"": ""Black"", ""weight_kg"": 0.58, ""warranty_years"": 1}",True
799,22,160,Ultra Sports Word,ORX-42-00799,395.66,164.06,High quality ultra sports word from PeakGear.,"{""brand"": ""PeakGear"", ""material"": ""Wood"", ""weight_kg"": 15.27}",True
800,25,53,Classic Beauty Value,SCX-42-00800,140.16,79.28,High quality classic beauty value from LuxeHair.,"{""brand"": ""LuxeHair"", ""weight_g"": 739}",True
801,12,137,Deluxe Electronics In,LCX-42-00801,1782.5,1336.53,High quality deluxe electronics in from Sonyx.,"{""brand"": ""Sonyx"", ""color"": ""Blue"", ""weight_kg"": 5.35, ""warranty_years"": 5}",True
802,20,4,Deluxe Home For,BBX-42-00802,780.61,550.78,High quality deluxe home for from KitchenAid.,"{""brand"": ""KitchenAid"", ""material"": ""Cotton"", ""weight_kg"": 11.69}",True
803,23,100,Ultra Sports Drop,CBX-42-00803,363.98,258.71,High quality ultra sports drop from PeakGear.,"{""brand"": ""PeakGear"", ""material"": ""Polyester"", ""weight_kg"": 21.79}",True
804,9,45,Eco Grocery End,GGF-42-00804,19.68,12.13,High quality eco grocery end from SweetTreats.,"{""brand"": ""SweetTreats"", ""organic"": false, ""expiration_days"": 348}",True
805,7,21,Deluxe Toys Sing,TGX-42-00805,118.48,87.1,High quality deluxe toys sing from BoardFun.,"{""brand"": ""BoardFun"", ""weight_g"": 84}",True
806,21,99,Eco Sports Federal,FGX-42-00806,437.35,323.36,High quality eco sports federal from FitPulse.,"{""brand"": ""FitPulse"", ""material"": ""Glass"", ""weight_kg"": 6.22}",True
807,16,111,Classic Apparel Level,FXY-42-00807,150.45,101.99,High quality classic apparel level from DenimCo.,"{""brand"": ""DenimCo"", ""color"": ""Yellow"", ""size"": ""XXL"", ""material"": ""Polyester""}",True
808,24,80,Ultra Beauty Produce,MCX-42-00808,47.61,22.29,High quality ultra beauty produce from GlowUp.,"{""brand"": ""GlowUp"", ""weight_g"": 311}",True
809,16,25,Smart Apparel Card,FXY-42-00809,67.26,42.75,High quality smart apparel card from DenimCo.,"{""brand"": ""DenimCo"", ""color"": ""Silver"", ""size"": ""L"", ""material"": ""Polyester""}",True
810,16,175,Ultra Apparel Catch,FXY-42-00810,112.73,54.69,High quality ultra apparel catch from ThreadWear.,"{""brand"": ""ThreadWear"", ""color"": ""White"", ""size"": ""L"", ""material"": ""Cotton""}",True
811,6,102,Ultra Books New,BXY-42-00811,72.99,48.77,High quality ultra books new from OReilly.,"{""brand"": ""OReilly"", ""weight_g"": 1413}",True
812,16,175,Smart Apparel This,FXY-42-00812,33.39,14.94,High quality smart apparel this from DenimCo.,"{""brand"": ""DenimCo"", ""color"": ""White"", ""size"": ""XXL"", ""material"": ""Plastic""}",True
813,28,67,Smart Automotive Conference,CCX-42-00813,279.88,187.02,High quality smart automotive conference from AutoPro.,"{""brand"": ""AutoPro"", ""weight_g"": 1368}",True
814,11,107,Eco Electronics Air,SXY-42-00814,1822.13,1202.68,High quality eco electronics air from Quant.,"{""brand"": ""Quant"", ""color"": ""Pink"", ""weight_kg"": 7.73, ""warranty_years"": 5}",True
815,26,70,Premium Toys Already,BGX-42-00815,34.59,15.24,High quality premium toys already from PlayTime.,"{""brand"": ""PlayTime"", ""weight_g"": 232}",True
816,11,139,Premium Electronics Record,SXY-42-00816,1192.56,555.56,High quality premium electronics record from LinkSys.,"{""brand"": ""LinkSys"", ""color"": ""Blue"", ""weight_kg"": 1.11, ""warranty_years"": 3}",True
817,13,126,Smart Electronics Heavy,AHX-42-00817,1479.1,752.54,High quality smart electronics heavy from LinkSys.,"{""brand"": ""LinkSys"", ""color"": ""Gray"", ""weight_kg"": 6.79, ""warranty_years"": 5}",True
818,11,150,Deluxe Electronics Traditional,SXY-42-00818,742.75,473.69,High quality deluxe electronics traditional from Sonyx.,"{""brand"": ""Sonyx"", ""color"": ""Pink"", ""weight_kg"": 5.34, ""warranty_years"": 2}",True
819,4,100,Classic Sports Whole,SOX-42-00819,9.55,6.67,High quality classic sports whole from TrailBlaze.,"{""brand"": ""TrailBlaze"", ""material"": ""Metal"", ""weight_kg"": 21.01}",True
820,16,175,Ultra Apparel Gas,FXY-42-00820,96.6,58.98,High quality ultra apparel gas from ThreadWear.,"{""brand"": ""ThreadWear"", ""color"": ""Navy"", ""size"": ""M"", ""material"": ""Metal""}",True
821,17,177,Eco Apparel Treat,FSX-42-00821,33.46,25.06,High quality eco apparel treat from UrbanStyle.,"{""brand"": ""UrbanStyle"", ""color"": ""Yellow"", ""size"": ""XXL"", ""material"": ""Leather""}",True
822,16,85,Deluxe Apparel Maybe,FXY-42-00822,143.79,76.47,High quality deluxe apparel maybe from ActiveFit.,"{""brand"": ""ActiveFit"", ""color"": ""Silver"", ""size"": ""XXL"", ""material"": ""Leather""}",True
823,28,67,Deluxe Automotive Manage,CCX-42-00823,211.62,88.54,High quality deluxe automotive manage from DriveClean.,"{""brand"": ""DriveClean"", ""weight_g"": 1048}",True
824,24,80,Deluxe Beauty Truth,MCX-42-00824,48.37,33.15,High quality deluxe beauty truth from SilkSkin.,"{""brand"": ""SilkSkin"", ""weight_g"": 94}",True
825,18,79,Classic Home Now,KAX-42-00825,279.87,178.35,High quality classic home now from ChefChoice.,"{""brand"": ""ChefChoice"", ""material"": ""Wood"", ""weight_kg"": 2.26}",True
826,24,53,Eco Beauty Worry,MCX-42-00826,45.94,33.22,High quality eco beauty worry from LuxeHair.,"{""brand"": ""LuxeHair"", ""weight_g"": 249}",True
827,5,57,Deluxe Beauty Expert,BPC-42-00827,114.08,68.81,High quality deluxe beauty expert from GlowUp.,"{""brand"": ""GlowUp"", ""weight_g"": 672}",True
828,15,165,Eco Apparel Official,FXY-42-00828,41.1,18.42,High quality eco apparel official from DenimCo.,"{""brand"": ""DenimCo"", ""color"": ""Red"", ""size"": ""S"", ""material"": ""Leather""}",True
829,7,179,Classic Toys Light,TGX-42-00829,31.52,19.79,High quality classic toys light from PlayTime.,"{""brand"": ""PlayTime"", ""weight_g"": 1439}",True
830,26,26,Eco Toys Central,BGX-42-00830,51.42,38.25,High quality eco toys central from BrickBuilder.,"{""brand"": ""BrickBuilder"", ""weight_g"": 165}",True
831,4,99,Premium Sports Save,SOX-42-00831,487.21,225.52,High quality premium sports save from PeakGear.,"{""brand"": ""PeakGear"", ""material"": ""Plastic"", ""weight_kg"": 15.04}",True
832,5,140,Premium Beauty Notice,BPC-42-00832,109.77,53.32,High quality premium beauty notice from SilkSkin.,"{""brand"": ""SilkSkin"", ""weight_g"": 862}",True
833,16,85,Eco Apparel Cost,FXY-42-00833,140.72,103.3,High quality eco apparel cost from DenimCo.,"{""brand"": ""DenimCo"", ""color"": ""White"", ""size"": ""L"", ""material"": ""Wood""}",True
834,9,191,Premium Grocery Perhaps,GGF-42-00834,33.35,17.63,High quality premium grocery perhaps from OrganicWay.,"{""brand"": ""OrganicWay"", ""organic"": true, ""expiration_days"": 72}",True
835,16,165,Premium Apparel Picture,FXY-42-00835,137.07,79.28,High quality premium apparel picture from UrbanStyle.,"{""brand"": ""UrbanStyle"", ""color"": ""Navy"", ""size"": ""XL"", ""material"": ""Glass""}",True
836,9,13,Pro Grocery Loss,GGF-42-00836,40.13,18.6,High quality pro grocery loss from SweetTreats.,"{""brand"": ""SweetTreats"", ""organic"": false, ""expiration_days"": 302}",True
837,5,15,Deluxe Beauty Program,BPC-42-00837,52.16,33.89,High quality deluxe beauty program from SilkSkin.,"{""brand"": ""SilkSkin"", ""weight_g"": 880}",True
838,27,179,Smart Toys Smile,AFD-42-00838,12.17,7.24,High quality smart toys smile from KidZone.,"{""brand"": ""KidZone"", ""weight_g"": 180}",True
839,17,153,Eco Apparel Provide,FSX-42-00839,112.41,77.18,High quality eco apparel provide from ThreadWear.,"{""brand"": ""ThreadWear"", ""color"": ""Gray"", ""size"": ""XXL"", ""material"": ""Polyester""}",True
840,6,185,Pro Books Understand,BXY-42-00840,58.06,23.33,High quality pro books understand from OReilly.,"{""brand"": ""OReilly"", ""weight_g"": 301}",True
841,2,34,Premium Apparel Organization,AXY-42-00841,119.27,74.95,High quality premium apparel organization from UrbanStyle.,"{""brand"": ""UrbanStyle"", ""color"": ""Red"", ""size"": ""XS"", ""material"": ""Polyester""}",True
842,4,125,Ultra Sports Learn,SOX-42-00842,152.8,112.8,High quality ultra sports learn from AquaFlow.,"{""brand"": ""AquaFlow"", ""material"": ""Cotton"", ""weight_kg"": 6.58}",True
843,2,122,Smart Apparel Need,AXY-42-00843,181.88,91.43,High quality smart apparel need from DenimCo.,"{""brand"": ""DenimCo"", ""color"": ""Silver"", ""size"": ""XL"", ""material"": ""Glass""}",True
844,23,97,Classic Sports Push,CBX-42-00844,263.72,196.5,High quality classic sports push from TrailBlaze.,"{""brand"": ""TrailBlaze"", ""material"": ""Polyester"", ""weight_kg"": 16.73}",True
845,2,73,Deluxe Apparel Purpose,AXY-42-00845,16.98,7.63,High quality deluxe apparel purpose from Vogue.,"{""brand"": ""Vogue"", ""color"": ""Silver"", ""size"": ""XL"", ""material"": ""Leather""}",True
846,19,75,Pro Home None,FXY-42-00846,232.76,152.5,High quality pro home none from KitchenAid.,"{""brand"": ""KitchenAid"", ""material"": ""Metal"", ""weight_kg"": 6.89}",True
847,21,72,Classic Sports Force,FGX-42-00847,203.03,87.13,High quality classic sports force from AquaFlow.,"{""brand"": ""AquaFlow"", ""material"": ""Wool"", ""weight_kg"": 13.63}",True
848,3,146,Eco Home When,HKX-42-00848,590.15,441.65,High quality eco home when from DecoHome.,"{""brand"": ""DecoHome"", ""material"": ""Plastic"", ""weight_kg"": 14.31}",True
849,21,125,Ultra Sports Hand,FGX-42-00849,304.45,166.5,High quality ultra sports hand from FitPulse.,"{""brand"": ""FitPulse"", ""material"": ""Wood"", ""weight_kg"": 9.78}",True
850,20,48,Premium Home Meet,BBX-42-00850,75.86,33.65,High quality premium home meet from ChefChoice.,"{""brand"": ""ChefChoice"", ""material"": ""Polyester"", ""weight_kg"": 8.57}",True
851,3,75,Ultra Home Notice,HKX-42-00851,728.76,489.96,High quality ultra home notice from DecoHome.,"{""brand"": ""DecoHome"", ""material"": ""Metal"", ""weight_kg"": 0.74}",True
852,13,87,Premium Electronics Dream,AHX-42-00852,769.69,336.16,High quality premium electronics dream from Sonyx.,"{""brand"": ""Sonyx"", ""color"": ""Pink"", ""weight_kg"": 5.85, ""warranty_years"": 3}",True
853,19,195,Eco Home Support,FXY-42-00853,399.35,233.67,High quality eco home support from CozyLiving.,"{""brand"": ""CozyLiving"", ""material"": ""Metal"", ""weight_kg"": 15.38}",True
854,29,3,Pro Grocery Behind,BXY-42-00854,10.2,7.46,High quality pro grocery behind from TastyBites.,"{""brand"": ""TastyBites"", ""organic"": false, ""expiration_days"": 357}",True
855,26,154,Pro Toys Letter,BGX-42-00855,70.68,50.09,High quality pro toys letter from KidZone.,"{""brand"": ""KidZone"", ""weight_g"": 1263}",True
856,5,53,Ultra Beauty Foot,BPC-42-00856,6.38,3.7,High quality ultra beauty foot from SilkSkin.,"{""brand"": ""SilkSkin"", ""weight_g"": 342}",True
857,13,126,Eco Electronics History,AHX-42-00857,1476.14,617.77,High quality eco electronics history from AudioMax.,"{""brand"": ""AudioMax"", ""color"": ""Blue"", ""weight_kg"": 5.69, ""warranty_years"": 2}",True
858,22,161,Pro Sports Itself,ORX-42-00858,212.03,118.78,High quality pro sports itself from FitPulse.,"{""brand"": ""FitPulse"", ""material"": ""Glass"", ""weight_kg"": 12.8}",True
859,9,129,Deluxe Grocery Ever,GGF-42-00859,26.99,17.58,High quality deluxe grocery ever from TastyBites.,"{""brand"": ""TastyBites"", ""organic"": false, ""expiration_days"": 335}",True
860,28,35,Classic Automotive Clearly,CCX-42-00860,284.5,154.28,High quality classic automotive clearly from AutoPro.,"{""brand"": ""AutoPro"", ""weight_g"": 1349}",True
861,3,16,Ultra Home Floor,HKX-42-00861,588.01,429.66,High quality ultra home floor from KitchenAid.,"{""brand"": ""KitchenAid"", ""material"": ""Polyester"", ""weight_kg"": 18.71}",True
862,18,98,Pro Home Action,KAX-42-00862,649.55,262.25,High quality pro home action from DecoHome.,"{""brand"": ""DecoHome"", ""material"": ""Glass"", ""weight_kg"": 12.7}",True
863,22,170,Pro Sports A,ORX-42-00863,444.6,286.44,High quality pro sports a from PeakGear.,"{""brand"": ""PeakGear"", ""material"": ""Leather"", ""weight_kg"": 22.82}",True
864,24,7,Eco Beauty Necessary,MCX-42-00864,108.55,70.11,High quality eco beauty necessary from HerbEssentials.,"{""brand"": ""HerbEssentials"", ""weight_g"": 550}",True
865,24,140,Smart Beauty Teacher,MCX-42-00865,142.88,98.33,High quality smart beauty teacher from GlowUp.,"{""brand"": ""GlowUp"", ""weight_g"": 1293}",True
866,15,49,Smart Apparel Son,FXY-42-00866,138.16,97.91,High quality smart apparel son from Vogue.,"{""brand"": ""Vogue"", ""color"": ""Silver"", ""size"": ""XS"", ""material"": ""Plastic""}",True
867,27,26,Pro Toys Thus,AFD-42-00867,66.51,48.78,High quality pro toys thus from KidZone.,"{""brand"": ""KidZone"", ""weight_g"": 826}",True
868,6,103,Eco Books Century,BXY-42-00868,77.82,40.33,High quality eco books century from Harper.,"{""brand"": ""Harper"", ""weight_g"": 1154}",True
869,28,40,Classic Automotive Guy,CCX-42-00869,90.57,51.54,High quality classic automotive guy from DriveClean.,"{""brand"": ""DriveClean"", ""weight_g"": 54}",True
870,24,140,Classic Beauty Few,MCX-42-00870,87.48,41.65,High quality classic beauty few from GlowUp.,"{""brand"": ""GlowUp"", ""weight_g"": 998}",True
871,29,172,Premium Grocery Manager,BXY-42-00871,42.72,17.95,High quality premium grocery manager from SweetTreats.,"{""brand"": ""SweetTreats"", ""organic"": false, ""expiration_days"": 162}",True
872,12,56,Ultra Electronics Nor,LCX-42-00872,30.21,21.5,High quality ultra electronics nor from Quant.,"{""brand"": ""Quant"", ""color"": ""Blue"", ""weight_kg"": 0.17, ""warranty_years"": 5}",True
873,16,59,Ultra Apparel Across,FXY-42-00873,26.1,15.14,High quality ultra apparel across from DenimCo.,"{""brand"": ""DenimCo"", ""color"": ""White"", ""size"": ""L"", ""material"": ""Cotton""}",True
874,5,189,Pro Beauty Rise,BPC-42-00874,100.21,48.01,High quality pro beauty rise from HerbEssentials.,"{""brand"": ""HerbEssentials"", ""weight_g"": 662}",True
875,12,107,Classic Electronics Win,LCX-42-00875,1786.54,1050.04,High quality classic electronics win from TechCo.,"{""brand"": ""TechCo"", ""color"": ""Yellow"", ""weight_kg"": 5.28, ""warranty_years"": 5}",True
876,6,32,Classic Books Million,BXY-42-00876,33.47,18.47,High quality classic books million from Harper.,"{""brand"": ""Harper"", ""weight_g"": 276}",True
